set abbreviation,set name,card name,price
SWSH06,Chilling Reign,Blaziken VMAX (Alternate Art Secret),168.09
SWSH06,Chilling Reign,Blaziken VMAX (Secret),13.59
SWSH06,Chilling Reign,Blissey V,2.14
SWSH06,Chilling Reign,Blissey V (Alternate Full Art),28.42
SWSH06,Chilling Reign,Blissey V (Full Art),6.34
SWSH06,Chilling Reign,Blitzle,0.05
SWSH06,Chilling Reign,Bounsweet,0.05
SWSH06,Chilling Reign,Brawly,0.04
SWSH06,Chilling Reign,Brawly (Full Art),1.61
SWSH06,Chilling Reign,Brawly (Secret),5.53
SWSH06,Chilling Reign,Bronzong (Secret),6.42
SWSH06,Chilling Reign,Caitlin,0.06
SWSH06,Chilling Reign,Caitlin (Full Art),19.54
SWSH06,Chilling Reign,Caitlin (Secret),8.44
SWSH06,Chilling Reign,Castform,0.04
SWSH06,Chilling Reign,Castform Rainy Form,0.04
SWSH06,Chilling Reign,Castform Snowy Form,0.03
SWSH06,Chilling Reign,Castform Sunny Form,0.05
SWSH06,Chilling Reign,Celebi V,0.85
SWSH06,Chilling Reign,Celebi V (Full Art),3.55
SWSH06,Chilling Reign,Celebi VMAX,2.01
SWSH06,Chilling Reign,Celebi VMAX (Secret),9.84
SWSH06,Chilling Reign,Cinderace,0.26
SWSH06,Chilling Reign,Clobbopus,0.04
SWSH06,Chilling Reign,Cobalion,0.25
SWSH06,Chilling Reign,Crabominable,0.02
SWSH06,Chilling Reign,Crabrawler,0.01
SWSH06,Chilling Reign,Cresselia,0.31
SWSH06,Chilling Reign,Crushing Gloves,0.02
SWSH06,Chilling Reign,Deerling,0.02
SWSH06,Chilling Reign,Delibird,0.04
SWSH06,Chilling Reign,Diglett,0.03
SWSH06,Chilling Reign,Doctor,0.06
SWSH06,Chilling Reign,Doctor (Full Art),5.89
SWSH06,Chilling Reign,Doctor (Secret),6.74
SWSH06,Chilling Reign,Drizzile,0.07
SWSH06,Chilling Reign,Dugtrio,0.05
SWSH06,Chilling Reign,Dyna Tree Hill,0.03
SWSH06,Chilling Reign,Echoing Horn,0.18
SWSH06,Chilling Reign,Echoing Horn (Secret),7.91
SWSH06,Chilling Reign,Electrode (Secret),13.19
SWSH06,Chilling Reign,Expedition Uniform,0.04
SWSH06,Chilling Reign,Fan of Waves (Secret),4.74
SWSH06,Chilling Reign,Fighting Energy (Secret),10.95
SWSH06,Chilling Reign,Fire-Resistant Gloves,0.05
SWSH06,Chilling Reign,Flaaffy,0.04
SWSH06,Chilling Reign,Flannery,0.04
SWSH06,Chilling Reign,Flannery (Full Art),17.17
SWSH06,Chilling Reign,Flannery (Secret),5.95
SWSH06,Chilling Reign,Fog Crystal,0.13
SWSH06,Chilling Reign,Fog Crystal (Secret),13.63
SWSH06,Chilling Reign,Froslass,0.2
SWSH06,Chilling Reign,Furfrou,0.03
SWSH06,Chilling Reign,Galarian Articuno V,1.1
SWSH06,Chilling Reign,Galarian Articuno V (Alternate Full Art),44.89
SWSH06,Chilling Reign,Galarian Articuno V (Full Art),8.4
SWSH06,Chilling Reign,Galarian Chestplate,0.04
SWSH06,Chilling Reign,Galarian Farfetch'd,0.02
SWSH06,Chilling Reign,Galarian Moltres V,1.81
SWSH06,Chilling Reign,Galarian Moltres V (Alternate Full Art),131.86
SWSH06,Chilling Reign,Galarian Moltres V (Full Art),14.57
SWSH06,Chilling Reign,Galarian Rapidash V (Alternate Full Art),50.88
SWSH06,Chilling Reign,Galarian Rapidash V (Full Art),9.12
SWSH06,Chilling Reign,Galarian Runerigus,0.21
SWSH06,Chilling Reign,Galarian Sirfetch'd,0.15
SWSH06,Chilling Reign,Galarian Slowking,0.3
SWSH06,Chilling Reign,Galarian Slowking V,0.88
SWSH06,Chilling Reign,Galarian Slowking V (Alternate Full Art),34.4
SWSH06,Chilling Reign,Galarian Slowking V (Full Art),4.14
SWSH06,Chilling Reign,Galarian Slowking VMAX,1.77
SWSH06,Chilling Reign,Galarian Slowking VMAX (Secret),8.33
SWSH06,Chilling Reign,Galarian Slowpoke,0.03
SWSH06,Chilling Reign,Galarian Weezing,0.15
SWSH06,Chilling Reign,Galarian Yamask,0.03
SWSH06,Chilling Reign,Galarian Zapdos V,0.99
SWSH06,Chilling Reign,Galarian Zapdos V (Alternate Full Art),60.9
SWSH06,Chilling Reign,Galarian Zapdos V (Full Art),8.52
SWSH06,Chilling Reign,Gallade,0.13
SWSH06,Chilling Reign,Gardevoir,1.69
SWSH06,Chilling Reign,Gastly,0.06
SWSH06,Chilling Reign,Gengar,0.47
SWSH06,Chilling Reign,Golett,0.03
SWSH06,Chilling Reign,Golurk,0.1
SWSH06,Chilling Reign,Grapploct,0.21
SWSH06,Chilling Reign,Greedent,0.26
SWSH06,Chilling Reign,Grookey,0.03
SWSH06,Chilling Reign,Hatenna,0.02
SWSH06,Chilling Reign,Hatterene,0.23
SWSH06,Chilling Reign,Hattrem,0.04
SWSH06,Chilling Reign,Haunter,0.06
SWSH06,Chilling Reign,Heracross,0.03
SWSH06,Chilling Reign,Honey,0.02
SWSH06,Chilling Reign,Honey (Full Art),7.19
SWSH06,Chilling Reign,Ice Rider Calyrex V,0.73
SWSH06,Chilling Reign,Ice Rider Calyrex V (Alternate Full Art),21.37
SWSH06,Chilling Reign,Ice Rider Calyrex V (Full Art),4.94
SWSH06,Chilling Reign,Ice Rider Calyrex VMAX,1.56
SWSH06,Chilling Reign,Ice Rider Calyrex VMAX (Alternate Art Secret),48.01
SWSH06,Chilling Reign,Ice Rider Calyrex VMAX (Secret),10.05
SWSH06,Chilling Reign,Impact Energy,0.07
SWSH06,Chilling Reign,Inkay,0.03
SWSH06,Chilling Reign,Inteleon,0.62
SWSH06,Chilling Reign,Justified Gloves,0.03
SWSH06,Chilling Reign,Kakuna,0.02
SWSH06,Chilling Reign,Karen's Conviction,0.04
SWSH06,Chilling Reign,Karen's Conviction (Full Art),10.83
SWSH06,Chilling Reign,Karen's Conviction (Secret),5.46
SWSH06,Chilling Reign,Kecleon,0.12
SWSH06,Chilling Reign,Kirlia,0.08
SWSH06,Chilling Reign,Klara,0.16
SWSH06,Chilling Reign,Klara (Full Art),31.82
SWSH06,Chilling Reign,Klara (Secret),10.09
SWSH06,Chilling Reign,Koffing,0.04
SWSH06,Chilling Reign,Kubfu,0.04
SWSH06,Chilling Reign,Lairon,0.04
SWSH06,Chilling Reign,Lapras,0.05
SWSH06,Chilling Reign,Larvesta,0.04
SWSH06,Chilling Reign,Ledian,0.05
SWSH06,Chilling Reign,Ledyba,0.06
SWSH06,Chilling Reign,Liepard V,0.65
SWSH06,Chilling Reign,Liepard V (Full Art),2.07
SWSH06,Chilling Reign,Lucky Energy,0.12
SWSH06,Chilling Reign,Lycanroc,0.21
SWSH06,Chilling Reign,Malamar,0.09
SWSH06,Chilling Reign,Mareep,0.05
SWSH06,Chilling Reign,Melony,0.14
SWSH06,Chilling Reign,Melony (Full Art),9.12
SWSH06,Chilling Reign,Melony (Secret),12.43
SWSH06,Chilling Reign,Metagross V,0.85
SWSH06,Chilling Reign,Metagross V (Full Art),3.33
SWSH06,Chilling Reign,Metagross VMAX,1.89
SWSH06,Chilling Reign,Metagross VMAX (Secret),9.17
SWSH06,Chilling Reign,Old Cemetery,0.11
SWSH06,Chilling Reign,Passimian,0.11
SWSH06,Chilling Reign,Path to the Peak,0.22
SWSH06,Chilling Reign,Peonia,0.08
SWSH06,Chilling Reign,Peonia (Full Art),15.44
SWSH06,Chilling Reign,Peonia (Secret),8.45
SWSH06,Chilling Reign,Peony,0.05
SWSH06,Chilling Reign,Peony (Full Art),6.51
SWSH06,Chilling Reign,Peony (Secret),5.06
SWSH06,Chilling Reign,Porygon,0.06
SWSH06,Chilling Reign,Porygon2,0.07
SWSH06,Chilling Reign,Porygon-Z,0.26
SWSH06,Chilling Reign,Psychic Energy (Secret),19.63
SWSH06,Chilling Reign,Qwilfish,0.04
SWSH06,Chilling Reign,Raboot,0.05
SWSH06,Chilling Reign,Ralts,0.04
SWSH06,Chilling Reign,Rapid Strike Scroll of the Skies,0.03
SWSH06,Chilling Reign,Rapid Strike Urshifu,0.33
SWSH06,Chilling Reign,Rillaboom,0.29
SWSH06,Chilling Reign,Rockruff,0.02
SWSH06,Chilling Reign,Rugged Helmet,0.05
SWSH06,Chilling Reign,Rugged Helmet (Secret),3.09
SWSH06,Chilling Reign,Sandaconda V,0.69
SWSH06,Chilling Reign,Sandaconda V (Full Art),1.54
SWSH06,Chilling Reign,Sandaconda VMAX,1.62
SWSH06,Chilling Reign,Sandaconda VMAX (Secret),7.72
SWSH06,Chilling Reign,Sawsbuck,0.11
SWSH06,Chilling Reign,Scolipede,0.12
SWSH06,Chilling Reign,Scorbunny,0.04
SWSH06,Chilling Reign,Sealeo,0.03
SWSH06,Chilling Reign,Seviper,0.07
SWSH06,Chilling Reign,Shadow Rider Calyrex V,0.94
SWSH06,Chilling Reign,Shadow Rider Calyrex V (Alternate Full Art),26.8
SWSH06,Chilling Reign,Shadow Rider Calyrex V (Full Art),6.19
SWSH06,Chilling Reign,Shadow Rider Calyrex VMAX,1.68
SWSH06,Chilling Reign,Shadow Rider Calyrex VMAX (Alternate Art Secret),57.49
SWSH06,Chilling Reign,Shadow Rider Calyrex VMAX (Secret),9.7
SWSH06,Chilling Reign,Shaymin,0.22
SWSH06,Chilling Reign,Shuppet,0.03
SWSH06,Chilling Reign,Siebold,0.02
SWSH06,Chilling Reign,Siebold (Full Art),3.6
SWSH06,Chilling Reign,Siebold (Secret),5.1
SWSH06,Chilling Reign,Single Strike Scroll of Piercing,0.05
SWSH06,Chilling Reign,Single Strike Urshifu,0.3
SWSH06,Chilling Reign,Skwovet,0.03
SWSH06,Chilling Reign,Slurpuff,0.08
SWSH06,Chilling Reign,Sneasel,0.03
SWSH06,Chilling Reign,Snorlax (Secret),84.59
SWSH06,Chilling Reign,Snorunt,0.02
SWSH06,Chilling Reign,Snover,0.03
SWSH06,Chilling Reign,Sobble,0.1
SWSH06,Chilling Reign,Spheal,0.02
SWSH06,Chilling Reign,Spiral Energy,0.07
SWSH06,Chilling Reign,Spiritomb,0.1
SWSH06,Chilling Reign,Steenee,0.03
SWSH06,Chilling Reign,Swirlix,0.03
SWSH06,Chilling Reign,Tapu Fini,0.3
SWSH06,Chilling Reign,Tauros,0.27
SWSH06,Chilling Reign,Thundurus,0.24
SWSH06,Chilling Reign,Thwackey,0.05
SWSH06,Chilling Reign,Tornadus V,0.75
SWSH06,Chilling Reign,Tornadus V (Alternate Full Art),25.97
SWSH06,Chilling Reign,Tornadus V (Full Art),3.17
SWSH06,Chilling Reign,Tornadus VMAX,1.42
SWSH06,Chilling Reign,Tornadus VMAX (Secret),7.93
SWSH06,Chilling Reign,Tsareena,0.11
SWSH06,Chilling Reign,Urn of Vitality (Secret),18.34
SWSH06,Chilling Reign,Venipede,0.02
SWSH06,Chilling Reign,Volcanion V,0.76
SWSH06,Chilling Reign,Volcanion V (Full Art),1.9
SWSH06,Chilling Reign,Volcarona,0.1
SWSH06,Chilling Reign,Walrein,0.08
SWSH06,Chilling Reign,Water Energy (Secret),21.6
SWSH06,Chilling Reign,Weavile,0.25
SWSH06,Chilling Reign,Weeding Gloves,0.02
SWSH06,Chilling Reign,Weedle,0.25
SWSH06,Chilling Reign,Weezing,0.09
SWSH06,Chilling Reign,Welcoming Lantern,0.06
SWSH06,Chilling Reign,Welcoming Lantern (Secret),3.47
SWSH06,Chilling Reign,Whirlipede,0.03
SWSH06,Chilling Reign,Zangoose,0.12
SWSH06,Chilling Reign,Zarude,0.25
SWSH06,Chilling Reign,Zebstrika,0.09
SWSH06,Chilling Reign,Zeraora V,0.85
SWSH06,Chilling Reign,Zeraora V (Alternate Full Art),67.94
SWSH06,Chilling Reign,Zeraora V (Full Art),7.72
SWSH07,Evolving Skies,Altaria,0.09
SWSH07,Evolving Skies,Ampharos,0.11
SWSH07,Evolving Skies,Appletun,0.1
SWSH07,Evolving Skies,Applin,0.02
SWSH07,Evolving Skies,Arctovish V,0.59
SWSH07,Evolving Skies,Arctovish V (Full Art),2.02
SWSH07,Evolving Skies,Aroma Lady,0.04
SWSH07,Evolving Skies,Aroma Lady (Full Art),7.47
SWSH07,Evolving Skies,Aroma Lady (Secret),5.24
SWSH07,Evolving Skies,Avalugg,0.02
SWSH07,Evolving Skies,Bagon,0.03
SWSH07,Evolving Skies,Bergmite,0.02
SWSH07,Evolving Skies,Boldore,0.02
SWSH07,Evolving Skies,Boost Shake,0.07
SWSH07,Evolving Skies,Boost Shake (Secret),4.26
SWSH07,Evolving Skies,Braviary,0.03
SWSH07,Evolving Skies,Carvanha,0.02
SWSH07,Evolving Skies,Chinchou,0.03
SWSH07,Evolving Skies,Copycat,0.04
SWSH07,Evolving Skies,Copycat (Full Art),2.09
SWSH07,Evolving Skies,Copycat (Secret),5.22
SWSH07,Evolving Skies,Cresselia (Secret),8.22
SWSH07,Evolving Skies,Crustle,0.02
SWSH07,Evolving Skies,Cryogonal,0.06
SWSH07,Evolving Skies,Crystal Cave,0.11
SWSH07,Evolving Skies,Crystal Cave (Secret),9.54
SWSH07,Evolving Skies,Cutiefly,0.02
SWSH07,Evolving Skies,Darkness Energy (Secret),12.33
SWSH07,Evolving Skies,Deino,0.04
SWSH07,Evolving Skies,Dialga,0.19
SWSH07,Evolving Skies,Digging Gloves,0.02
SWSH07,Evolving Skies,Dracozolt V,0.63
SWSH07,Evolving Skies,Dracozolt V (Full Art),2.39
SWSH07,Evolving Skies,Dracozolt VMAX,1.58
SWSH07,Evolving Skies,Dracozolt VMAX (Secret),6.88
SWSH07,Evolving Skies,Dragonite V (Alternate Full Art),94.13
SWSH07,Evolving Skies,Dragonite V (Full Art),14.24
SWSH07,Evolving Skies,Drampa,0.09
SWSH07,Evolving Skies,Dream Ball,0.03
SWSH07,Evolving Skies,Drowzee,0.02
SWSH07,Evolving Skies,Duraludon V,0.67
SWSH07,Evolving Skies,Duraludon V (Alternate Full Art),17.59
SWSH07,Evolving Skies,Duraludon V (Full Art),3.22
SWSH07,Evolving Skies,Duraludon VMAX,1.69
SWSH07,Evolving Skies,Duraludon VMAX (Alternate Art Secret),29.67
SWSH07,Evolving Skies,Duraludon VMAX (Secret),8.81
SWSH07,Evolving Skies,Dwebble,0.01
SWSH07,Evolving Skies,Eevee,0.05
SWSH07,Evolving Skies,Eiscue,0.07
SWSH07,Evolving Skies,Eldegoss,0.2
SWSH07,Evolving Skies,Elemental Badge,0.05
SWSH07,Evolving Skies,Emolga,0.02
SWSH07,Evolving Skies,Entei,0.2
SWSH07,Evolving Skies,Espeon V,1.02
SWSH07,Evolving Skies,Espeon V (Alternate Full Art),75.97
SWSH07,Evolving Skies,Espeon V (Full Art),11.27
SWSH07,Evolving Skies,Espeon VMAX,7.4
SWSH07,Evolving Skies,Feebas,0.02
SWSH07,Evolving Skies,Flaaffy,0.17
SWSH07,Evolving Skies,Flabebe,0.02
SWSH07,Evolving Skies,Flapple,0.1
SWSH07,Evolving Skies,Flareon V (Full Art),11.21
SWSH07,Evolving Skies,Flareon VMAX,3.72
SWSH07,Evolving Skies,Fletchinder,0.04
SWSH07,Evolving Skies,Fletchling,0.02
SWSH07,Evolving Skies,Floette,0.02
SWSH07,Evolving Skies,Florges,0.16
SWSH07,Evolving Skies,Froslass (Secret),6.51
SWSH07,Evolving Skies,Full Face Guard,0.04
SWSH07,Evolving Skies,Full Face Guard (Secret),3.8
SWSH07,Evolving Skies,Galarian Articuno,0.22
SWSH07,Evolving Skies,Galarian Moltres,0.39
SWSH07,Evolving Skies,Galarian Zapdos,0.25
SWSH07,Evolving Skies,Garbodor V,0.58
SWSH07,Evolving Skies,Garbodor V (Full Art),2.56
SWSH07,Evolving Skies,Garbodor VMAX,1.51
SWSH07,Evolving Skies,Garbodor VMAX (Secret),6.49
SWSH07,Evolving Skies,Gigalith,0.09
SWSH07,Evolving Skies,Glaceon V,1.1
SWSH07,Evolving Skies,Glaceon V (Alternate Art Full),62.85
SWSH07,Evolving Skies,Glaceon V (Full Art),11.72
SWSH07,Evolving Skies,Glaceon VMAX,3.17
SWSH07,Evolving Skies,Glaceon VMAX (Alternate Art Secret),142.64
SWSH07,Evolving Skies,Glaceon VMAX (Secret),17.02
SWSH07,Evolving Skies,Golduck,0.03
SWSH07,Evolving Skies,Golurk V,0.71
SWSH07,Evolving Skies,Golurk V (Alternate Full Art),20.02
SWSH07,Evolving Skies,Golurk V (Full Art),3.47
SWSH07,Evolving Skies,Gordie,0.03
SWSH07,Evolving Skies,Gordie (Full Art),2.17
SWSH07,Evolving Skies,Gordie (Secret),3.49
SWSH07,Evolving Skies,Gossifleur,0.02
SWSH07,Evolving Skies,Gourgeist,0.11
SWSH07,Evolving Skies,Gyarados V,1.04
SWSH07,Evolving Skies,Gyarados V (Full Art),7.17
SWSH07,Evolving Skies,Gyarados VMAX,3.75
SWSH07,Evolving Skies,Gyarados VMAX (Secret),18.96
SWSH07,Evolving Skies,Herdier,0.03
SWSH07,Evolving Skies,Hippopotas,0.02
SWSH07,Evolving Skies,Hippowdon,0.02
SWSH07,Evolving Skies,Hitmonchan,0.02
SWSH07,Evolving Skies,Hoppip,0.03
SWSH07,Evolving Skies,Hydreigon,0.23
SWSH07,Evolving Skies,Hypno,0.03
SWSH07,Evolving Skies,Inteleon (Secret),9.87
SWSH07,Evolving Skies,Jolteon V (Full Art),10.72
SWSH07,Evolving Skies,Jolteon VMAX,3.5
SWSH07,Evolving Skies,Jumpluff,0.24
SWSH07,Evolving Skies,Kyurem,0.19
SWSH07,Evolving Skies,Lanturn,0.02
SWSH07,Evolving Skies,Leafeon V,1.55
SWSH07,Evolving Skies,Leafeon V (Alternate Full Art),63.86
SWSH07,Evolving Skies,Leafeon V (Full Art),12.59
SWSH07,Evolving Skies,Leafeon VMAX,3.51
SWSH07,Evolving Skies,Leafeon VMAX (Alternate Art Secret),160.21
SWSH07,Evolving Skies,Leafeon VMAX (Secret),19.82
SWSH07,Evolving Skies,Lightning Energy (Secret),15.7
SWSH07,Evolving Skies,Lilligant,0.11
SWSH07,Evolving Skies,Lillipup,0.04
SWSH07,Evolving Skies,Litleo,0.03
SWSH07,Evolving Skies,Lombre,0.02
SWSH07,Evolving Skies,Lotad,0.03
SWSH07,Evolving Skies,Lucky Ice Pop,0.09
SWSH07,Evolving Skies,Ludicolo,0.23
SWSH07,Evolving Skies,Luvdisc,0.03
SWSH07,Evolving Skies,Lycanroc V,0.68
SWSH07,Evolving Skies,Lycanroc V (Full Art),3.26
SWSH07,Evolving Skies,Lycanroc VMAX,1.74
SWSH07,Evolving Skies,Lycanroc VMAX (Secret),7.04
SWSH07,Evolving Skies,Mareep,0.04
SWSH07,Evolving Skies,Marshadow,0.19
SWSH07,Evolving Skies,Medicham V,0.73
SWSH07,Evolving Skies,Medicham V (Alternate Full Art),14.7
SWSH07,Evolving Skies,Medicham V (Full Art),2.38
SWSH07,Evolving Skies,Metal Energy (Secret),10.97
SWSH07,Evolving Skies,Milotic,0.14
SWSH07,Evolving Skies,Moon & Sun Badge,0.02
SWSH07,Evolving Skies,Nickit,0.03
SWSH07,Evolving Skies,Noivern V,0.73
SWSH07,Evolving Skies,Noivern V (Alternate Full Art),35.65
SWSH07,Evolving Skies,Noivern V (Full Art),3.43
SWSH07,Evolving Skies,Nuzleaf,0.04
SWSH07,Evolving Skies,Palpitoad,0.02
SWSH07,Evolving Skies,Petilil,0.02
SWSH07,Evolving Skies,Pikachu,0.08
SWSH07,Evolving Skies,Pinsir,0.11
SWSH07,Evolving Skies,Psyduck,0.03
SWSH07,Evolving Skies,Pumpkaboo,0.05
SWSH07,Evolving Skies,Pyroar,0.02
SWSH07,Evolving Skies,Raichu,0.23
SWSH07,Evolving Skies,Raihan,0.09
SWSH07,Evolving Skies,Raihan (Full Art),7.69
SWSH07,Evolving Skies,Raihan (Secret),5.88
SWSH07,Evolving Skies,Rapid Strike Scroll of the Flying Dragon,0.02
SWSH07,Evolving Skies,Rayquaza V,0.67
SWSH07,Evolving Skies,Rayquaza V (Alternate Full Art),89.76
SWSH07,Evolving Skies,Rayquaza V (Full Art),13.04
SWSH07,Evolving Skies,Rayquaza VMAX,3.39
SWSH07,Evolving Skies,Rayquaza VMAX (Alternate Art Secret),286.63
SWSH07,Evolving Skies,Rayquaza VMAX (Secret),34.01
SWSH07,Evolving Skies,Regidrago,0.24
SWSH07,Evolving Skies,Regieleki,0.36
SWSH07,Evolving Skies,Rescue Carrier,0.06
SWSH07,Evolving Skies,Ribbon Badge,0.03
SWSH07,Evolving Skies,Ribombee,0.03
SWSH07,Evolving Skies,Roggenrola,0.02
SWSH07,Evolving Skies,Rubber Gloves,0.02
SWSH07,Evolving Skies,Rufflet,0.02
SWSH07,Evolving Skies,Sableye,0.03
SWSH07,Evolving Skies,Salamence,0.26
SWSH07,Evolving Skies,Scrafty,0.03
SWSH07,Evolving Skies,Scraggy,0.02
SWSH07,Evolving Skies,Seedot,0.02
SWSH07,Evolving Skies,Seismitoad,0.09
SWSH07,Evolving Skies,Sharpedo,0.09
SWSH07,Evolving Skies,Shelgon,0.05
SWSH07,Evolving Skies,Shiftry,0.09
SWSH07,Evolving Skies,Shopping Center,0.02
SWSH07,Evolving Skies,Single Strike Scroll of the Fanged Dragon,0.04
SWSH07,Evolving Skies,Skiploom,0.05
SWSH07,Evolving Skies,Slaking,0.2
SWSH07,Evolving Skies,Slakoth,0.02
SWSH07,Evolving Skies,Smeargle,0.06
SWSH07,Evolving Skies,Snow Leaf Badge,0.03
SWSH07,Evolving Skies,Spirit Mask,0.03
SWSH07,Evolving Skies,Stormy Mountains,0.07
SWSH07,Evolving Skies,Stormy Mountains (Secret),7.39
SWSH07,Evolving Skies,Stoutland,0.09
SWSH07,Evolving Skies,Suicune V,1.22
SWSH07,Evolving Skies,Suicune V (Full Art),7.13
SWSH07,Evolving Skies,Swablu,0.03
SWSH07,Evolving Skies,Switching Cups,0.03
SWSH07,Evolving Skies,Swoobat,0.04
SWSH07,Evolving Skies,Sylveon V,1.32
SWSH07,Evolving Skies,Sylveon V (Alternate Full Art),63.48
SWSH07,Evolving Skies,Sylveon V (Full Art),12.81
SWSH07,Evolving Skies,Sylveon VMAX,3.22
SWSH07,Evolving Skies,Sylveon VMAX (Alternate Art Secret),139.98
SWSH07,Evolving Skies,Sylveon VMAX (Secret),21.97
SWSH07,Evolving Skies,Talonflame,0.08
SWSH07,Evolving Skies,Teddiursa,0.03
SWSH07,Evolving Skies,Tentacool,0.02
SWSH07,Evolving Skies,Tentacruel,0.03
SWSH07,Evolving Skies,Thievul,0.08
SWSH07,Evolving Skies,Toy Catcher,0.02
SWSH07,Evolving Skies,Toy Catcher (Secret),3.21
SWSH07,Evolving Skies,Treasure Energy,0.04
SWSH07,Evolving Skies,Trevenant V,0.77
SWSH07,Evolving Skies,Trevenant V (Full Art),2.68
SWSH07,Evolving Skies,Trevenant VMAX,1.75
SWSH07,Evolving Skies,Trevenant VMAX (Secret),6.49
SWSH07,Evolving Skies,Tropius,0.12
SWSH07,Evolving Skies,Turffield Stadium (Secret),4.88
SWSH07,Evolving Skies,Tympole,0.02
SWSH07,Evolving Skies,Umbreon V,1.93
SWSH07,Evolving Skies,Umbreon V (Alternate Full Art),101.78
SWSH07,Evolving Skies,Umbreon V (Full Art),18.87
SWSH07,Evolving Skies,Umbreon VMAX,6.97
SWSH07,Evolving Skies,Umbreon VMAX (Alternate Art Secret),542.33
SWSH07,Evolving Skies,Umbreon VMAX (Secret),30.14
SWSH07,Evolving Skies,Ursaring,0.02
SWSH07,Evolving Skies,Vaporeon V (Full Art),12.66
SWSH07,Evolving Skies,Vaporeon VMAX,4.23
SWSH07,Evolving Skies,Victini,0.18
SWSH07,Evolving Skies,Vigoroth,0.03
SWSH07,Evolving Skies,Volcarona V,0.78
SWSH07,Evolving Skies,Volcarona V (Full Art),3.91
SWSH07,Evolving Skies,Wishiwashi,0.07
SWSH07,Evolving Skies,Wobbuffet,0.03
SWSH07,Evolving Skies,Woobat,0.02
SWSH07,Evolving Skies,Zinnia's Resolve,0.07
SWSH07,Evolving Skies,Zinnia's Resolve (Full Art),4.3
SWSH07,Evolving Skies,Zinnia's Resolve (Secret),6.43
SWSH07,Evolving Skies,Zoroark,0.33
SWSH07,Evolving Skies,Zorua,0.04
SWSH07,Evolving Skies,Zweilous,0.05
SWSH07,Evolving Skies,Zygarde,0.22
SWSH08,Fusion Strike,Absol,0.11
SWSH08,Fusion Strike,Accelgor,0.07
SWSH08,Fusion Strike,Adventurer's Discovery,0.17
SWSH08,Fusion Strike,Appletun V,0.7
SWSH08,Fusion Strike,Araquanid,0.1
SWSH08,Fusion Strike,Arcanine,0.15
SWSH08,Fusion Strike,Arrokuda,0.04
SWSH08,Fusion Strike,Azumarill,0.14
SWSH08,Fusion Strike,Baltoy,0.03
SWSH08,Fusion Strike,Barraskewda,0.06
SWSH08,Fusion Strike,Basculin,0.03
SWSH08,Fusion Strike,Battle VIP Pass,1.09
SWSH08,Fusion Strike,Bewear,0.03
SWSH08,Fusion Strike,Blissey,0.14
SWSH08,Fusion Strike,Boltund V,0.73
SWSH08,Fusion Strike,Boltund V (Full Art),1.93
SWSH08,Fusion Strike,Boltund VMAX,1.47
SWSH08,Fusion Strike,Boltund VMAX (Secret),7.39
SWSH08,Fusion Strike,Breloom,0.05
SWSH08,Fusion Strike,Breloom V,0.74
SWSH08,Fusion Strike,Bug Catcher,0.04
SWSH08,Fusion Strike,Buneary,0.03
SWSH08,Fusion Strike,Bunnelby,0.03
SWSH08,Fusion Strike,Butterfree,0.19
SWSH08,Fusion Strike,Carvanha,0.03
SWSH08,Fusion Strike,Caterpie,0.03
SWSH08,Fusion Strike,Celebi V (Alternate Full Art),30.29
SWSH08,Fusion Strike,Centiskorch (48),0.09
SWSH08,Fusion Strike,Centiskorch (49),0.05
SWSH08,Fusion Strike,Chandelure V,0.73
SWSH08,Fusion Strike,Chandelure V (Full Art),2.07
SWSH08,Fusion Strike,Chandelure VMAX,1.44
SWSH08,Fusion Strike,Chandelure VMAX (Secret),7.54
SWSH08,Fusion Strike,Chansey,0.05
SWSH08,Fusion Strike,Charjabug,0.05
SWSH08,Fusion Strike,Chewtle,0.04
SWSH08,Fusion Strike,Chili & Cilan & Cress,0.04
SWSH08,Fusion Strike,Chili & Cilan & Cress (Full Art),2.12
SWSH08,Fusion Strike,Chili & Cilan & Cress (Secret),3.6
SWSH08,Fusion Strike,Cinderace V (43),0.82
SWSH08,Fusion Strike,Cinderace V (44),0.74
SWSH08,Fusion Strike,Cinderace VMAX,2.15
SWSH08,Fusion Strike,Clamperl,0.04
SWSH08,Fusion Strike,Clauncher,0.03
SWSH08,Fusion Strike,Clawitzer,0.05
SWSH08,Fusion Strike,Claydol,0.08
SWSH08,Fusion Strike,Clobbopus,0.03
SWSH08,Fusion Strike,Cloyster,0.18
SWSH08,Fusion Strike,Cook,0.09
SWSH08,Fusion Strike,Copperajah,0.05
SWSH08,Fusion Strike,Corviknight,0.12
SWSH08,Fusion Strike,Corvisquire,0.04
SWSH08,Fusion Strike,Crabominable V,0.71
SWSH08,Fusion Strike,Crabominable V (Full Art),1.62
SWSH08,Fusion Strike,Cram-o-matic,0.15
SWSH08,Fusion Strike,Croagunk,0.04
SWSH08,Fusion Strike,Croconaw,0.05
SWSH08,Fusion Strike,Cross Switcher,0.17
SWSH08,Fusion Strike,Crossceiver,0.04
SWSH08,Fusion Strike,Cufant,0.04
SWSH08,Fusion Strike,Dancer,0.02
SWSH08,Fusion Strike,Dancer (Full Art),1.68
SWSH08,Fusion Strike,Dancer (Secret),3.86
SWSH08,Fusion Strike,Darkrai,0.06
SWSH08,Fusion Strike,Delcatty,0.05
